ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-11-09T06:03:57Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),269184,AE,86.97.176.71,unknown,I Miss The Days,NF,The Search,spotify:track:3ebfDw8WEbf0DxGh47R2lo,,,,trackdone,trackdone,True,,False,1636437565020,True
2021-11-09T06:09:03Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),308651,AE,86.97.176.71,unknown,Leave Me Alone,NF,The Search,spotify:track:3EtyEzMpfKSaoVhPunvbRV,,,,trackdone,trackdone,True,,False,1636437832001,True
2021-11-09T06:13:01Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),240386,AE,86.97.176.71,unknown,Remember This,NF,Perception,spotify:track:5dMKsEQSlR2ITYpScl7UMd,,,,trackdone,trackdone,True,,False,1636438138397,True
2021-11-09T06:15:42Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),162772,AE,86.97.176.71,unknown,Manike Mage Hithe,Chamath Sangeeth,Manike Mage Hithe,spotify:track:5JO2usoem1CW1pLL1kLj9E,,,,trackdone,trackdone,True,,False,1636438376521,True
2021-11-09T06:19:10Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),207640,AE,86.97.176.71,unknown,Like This,NF,The Search,spotify:track:5b1uZnebDRcR8XuBsDTPiO,,,,trackerror,trackdone,True,,False,1636438539534,True
2021-11-09T06:22:53Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),225440,AE,86.97.176.71,unknown,Only,NF,The Search,spotify:track:5lehoWkVPujeOAwb8BO0uK,,,,trackdone,trackdone,True,,False,1636438745188,True
2021-11-09T06:26:13Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),201720,AE,86.97.176.71,unknown,No Excuses,NF,The Search,spotify:track:7ssFG94tZHpX9vbIFM0GVH,,,,trackdone,trackdone,True,,False,1636438968385,True
2021-11-09T06:30:18Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),247240,AE,86.97.176.71,unknown,Trauma,NF,The Search,spotify:track:0cHAXbQfTlBIJrzIOW8kUv,,,,trackdone,trackdone,True,,False,1636439167851,True
2021-11-09T06:34:46Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),270973,AE,86.97.176.71,unknown,Paralyzed,NF,LoFi Chillhop,spotify:track:1mY4vqg6ciavz92X7BprdY,,,,trackdone,trackdone,True,,False,1636439412837,True
2021-11-09T06:38:20Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),215600,AE,86.97.176.71,unknown,My Life,NF,Perception,spotify:track:1kO0nC4VnEjMBeJZI7g2T2,,,,trackdone,trackdone,True,,False,1636439681536,True
2021-11-09T06:41:49Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),211680,AE,86.97.176.71,unknown,Darkside,Alan Walker,Different World,spotify:track:6SRWhUJcD2YKahCwHavz3X,,,,trackdone,trackdone,True,,False,1636439894874,True
2021-11-09T06:45:28Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),221573,AE,86.97.176.71,unknown,Dreams,NF,Perception,spotify:track:0wf9rSX8ds3yEI2gf2QdPs,,,,trackdone,trackdone,True,,False,1636440104290,True
2021-11-09T06:49:39Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),252711,AE,86.97.176.71,unknown,My Stress,NF,The Search,spotify:track:0aQA9DP54h37OevE7hRc2a,,,,trackdone,trackdone,True,,False,1636440323646,True
2021-11-09T06:51:53Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),136563,AE,86.97.176.71,unknown,Running Out Of Roses,Alan Walker,Walker Racing League,spotify:track:1KR9TkyhxqqpOk45WAm7bM,,,,trackdone,trackdone,True,,False,1636440574109,True
2021-11-09T06:54:53Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),181714,AE,86.97.176.71,unknown,Chasing_(Demo),NF,Chasing_(Demo),spotify:track:4f80SteKqaB6M2JytEUrwT,,,,trackdone,trackdone,True,,False,1636440708414,True
2021-11-09T06:58:20Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),209213,AE,86.97.176.71,unknown,Lie,NF,Perception,spotify:track:07FkzikE6FuHIa8Ma7zJGc,,,,trackdone,trackdone,True,,False,1636440887867,True
2021-11-09T07:02:11Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),234074,AE,86.97.176.71,unknown,Change,NF,The Search,spotify:track:4cBlIM5AjnQ74f52Dv7T5K,,,,trackdone,trackdone,True,,False,1636441094865,True
2021-11-09T07:06:29Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),260253,AE,86.97.176.71,unknown,Hate Myself,NF,The Search,spotify:track:5PdEiev2BkKiZtZFcNKjfM,,,,trackdone,trackdone,True,,False,1636441326650,True
2021-11-09T07:10:21Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),226105,AE,86.97.176.71,unknown,I Just Wanna Know,NF,Therapy Session,spotify:track:141K1xJ176S0U6PPkc4Nee,,,,trackdone,trackdone,True,,False,1636441584645,True
2021-11-09T07:13:39Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),198253,AE,86.97.176.71,unknown,Oh Lord,NF,Therapy Session,spotify:track:1ISsiC4Fw6f96kZQegLGiJ,,,,trackerror,trackdone,True,,False,1636441818943,True
2021-11-09T07:14:38Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),60179,AE,86.97.176.71,unknown,Sweet Dreams,Alan Walker,Sweet Dreams,spotify:track:4uDhts78RdwIDjEqPrYVKp,,,,trackdone,fwdbtn,True,,False,1636442013832,True
2021-11-09T07:17:26Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),169353,AE,86.97.176.71,unknown,Let Me Down Slowly,Alec Benjamin,Narrated For You,spotify:track:2qxmye6gAegTMjLKEBoR3d,,,,fwdbtn,trackdone,True,,False,1636442075178,True
2021-11-09T07:20:28Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),182709,AE,86.97.176.71,unknown,I Miss The Days,NF,The Search,spotify:track:3ebfDw8WEbf0DxGh47R2lo,,,,trackdone,endplay,True,,False,1636442241270,True
2021-11-09T07:24:13Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),225440,AE,86.97.176.71,unknown,Only,NF,The Search,spotify:track:5lehoWkVPujeOAwb8BO0uK,,,,clickrow,trackdone,True,,False,1636442425137,True
2021-11-09T07:26:30Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),138819,AE,86.97.176.71,unknown,Sweet Dreams,Alan Walker,Sweet Dreams,spotify:track:4uDhts78RdwIDjEqPrYVKp,,,,trackdone,trackdone,True,,False,1636442647801,True
2021-11-09T07:30:58Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),270973,AE,86.97.176.71,unknown,Paralyzed,NF,LoFi Chillhop,spotify:track:1mY4vqg6ciavz92X7BprdY,,,,trackdone,trackdone,True,,False,1636442784515,True
2021-11-09T07:34:08Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),181513,AE,86.97.176.71,unknown,Chasing_(Demo),NF,Chasing_(Demo),spotify:track:4f80SteKqaB6M2JytEUrwT,,,,trackdone,trackdone,True,,False,1636443053151,True
2021-11-09T07:38:36Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),269184,AE,86.97.176.71,unknown,I Miss The Days,NF,The Search,spotify:track:3ebfDw8WEbf0DxGh47R2lo,,,,trackerror,trackdone,True,,False,1636443245032,True
2021-11-09T07:41:16Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),162772,AE,86.97.176.71,unknown,Manike Mage Hithe,Chamath Sangeeth,Manike Mage Hithe,spotify:track:5JO2usoem1CW1pLL1kLj9E,,,,trackdone,trackdone,True,,False,1636443511098,True
2021-11-09T07:44:36Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),201720,AE,86.97.176.71,unknown,No Excuses,NF,The Search,spotify:track:7ssFG94tZHpX9vbIFM0GVH,,,,trackdone,trackdone,True,,False,1636443671625,True
2021-11-09T07:47:54Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),198253,AE,86.97.176.71,unknown,Oh Lord,NF,Therapy Session,spotify:track:1ISsiC4Fw6f96kZQegLGiJ,,,,trackerror,trackdone,True,,False,1636443873462,True
2021-11-09T07:50:42Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),169353,AE,86.97.176.71,unknown,Let Me Down Slowly,Alec Benjamin,Narrated For You,spotify:track:2qxmye6gAegTMjLKEBoR3d,,,,trackdone,trackdone,True,,False,1636444069753,True
2021-11-09T07:54:21Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),221573,AE,86.97.176.71,unknown,Dreams,NF,Perception,spotify:track:0wf9rSX8ds3yEI2gf2QdPs,,,,trackdone,trackdone,True,,False,1636444236825,True
2021-11-09T07:57:54Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),215600,AE,86.97.176.71,unknown,My Life,NF,Perception,spotify:track:1kO0nC4VnEjMBeJZI7g2T2,,,,trackdone,trackdone,True,,False,1636444456161,True
2021-11-09T08:02:05Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),252711,AE,86.97.176.71,unknown,My Stress,NF,The Search,spotify:track:0aQA9DP54h37OevE7hRc2a,,,,trackdone,trackdone,True,,False,1636444669482,True
2021-11-09T08:05:57Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),234074,AE,86.97.176.71,unknown,Change,NF,The Search,spotify:track:4cBlIM5AjnQ74f52Dv7T5K,,,,trackdone,trackdone,True,,False,1636444919971,True
2021-11-09T08:10:06Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),247240,AE,86.97.176.71,unknown,Trauma,NF,The Search,spotify:track:0cHAXbQfTlBIJrzIOW8kUv,,,,trackdone,trackdone,True,,False,1636445151787,True
2021-11-09T08:15:12Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),308651,AE,86.97.176.71,unknown,Leave Me Alone,NF,The Search,spotify:track:3EtyEzMpfKSaoVhPunvbRV,,,,trackdone,trackdone,True,,False,1636445401230,True
2021-11-09T08:19:30Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),260253,AE,86.97.176.71,unknown,Hate Myself,NF,The Search,spotify:track:5PdEiev2BkKiZtZFcNKjfM,,,,trackdone,trackdone,True,,False,1636445707615,True
2021-11-09T08:23:29Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),240386,AE,86.97.176.71,unknown,Remember This,NF,Perception,spotify:track:5dMKsEQSlR2ITYpScl7UMd,,,,trackdone,trackdone,True,,False,1636445965667,True
2021-11-09T08:27:13Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),226306,AE,86.97.176.71,unknown,I Just Wanna Know,NF,Therapy Session,spotify:track:141K1xJ176S0U6PPkc4Nee,,,,trackdone,trackdone,True,,False,1636446203782,True
2021-11-09T08:30:40Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),209213,AE,86.97.176.71,unknown,Lie,NF,Perception,spotify:track:07FkzikE6FuHIa8Ma7zJGc,,,,trackdone,trackdone,True,,False,1636446427889,True
2021-11-09T08:34:05Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),207640,AE,86.97.176.71,unknown,Like This,NF,The Search,spotify:track:5b1uZnebDRcR8XuBsDTPiO,,,,trackdone,trackdone,True,,False,1636446634839,True
2021-11-09T08:37:34Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),211680,AE,86.97.176.71,unknown,Darkside,Alan Walker,Different World,spotify:track:6SRWhUJcD2YKahCwHavz3X,,,,trackdone,trackdone,True,,False,1636446840216,True
2021-11-09T08:39:49Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),136563,AE,86.97.176.71,unknown,Running Out Of Roses,Alan Walker,Walker Racing League,spotify:track:1KR9TkyhxqqpOk45WAm7bM,,,,trackdone,trackdone,True,,False,1636447049644,True
2021-11-09T08:43:53Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),225440,AE,86.97.176.71,unknown,Only,NF,The Search,spotify:track:5lehoWkVPujeOAwb8BO0uK,,,,trackdone,trackdone,True,,False,1636447204312,True
2021-11-09T08:46:09Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),138819,AE,86.97.176.71,unknown,Sweet Dreams,Alan Walker,Sweet Dreams,spotify:track:4uDhts78RdwIDjEqPrYVKp,,,,trackdone,trackdone,True,,False,1636447427797,True
2021-11-09T08:46:29Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),20762,AE,86.97.176.71,unknown,Paralyzed,NF,LoFi Chillhop,spotify:track:1mY4vqg6ciavz92X7BprdY,,,,trackdone,fwdbtn,True,,False,1636447564345,True
2021-11-09T08:46:36Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),6980,AE,86.97.176.71,unknown,Chasing_(Demo),NF,Chasing_(Demo),spotify:track:4f80SteKqaB6M2JytEUrwT,,,,fwdbtn,endplay,True,,False,1636447586281,True
2021-11-09T08:50:48Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),252711,AE,86.97.176.71,unknown,My Stress,NF,The Search,spotify:track:0aQA9DP54h37OevE7hRc2a,,,,clickrow,trackdone,True,,False,1636447593380,True
2021-11-09T08:54:40Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),234074,AE,86.97.176.71,unknown,Change,NF,The Search,spotify:track:4cBlIM5AjnQ74f52Dv7T5K,,,,trackdone,trackdone,True,,False,1636447843319,True
2021-11-09T08:57:56Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),198253,AE,86.97.176.71,unknown,Oh Lord,NF,Therapy Session,spotify:track:1ISsiC4Fw6f96kZQegLGiJ,,,,trackdone,trackdone,True,,False,1636448075206,True
2021-11-09T09:00:39Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),162772,AE,86.97.176.71,unknown,Manike Mage Hithe,Chamath Sangeeth,Manike Mage Hithe,spotify:track:5JO2usoem1CW1pLL1kLj9E,,,,trackerror,trackdone,True,,False,1636448273643,True
2021-11-09T09:05:46Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),308651,AE,86.97.176.71,unknown,Leave Me Alone,NF,The Search,spotify:track:3EtyEzMpfKSaoVhPunvbRV,,,,trackdone,trackdone,True,,False,1636448434479,True
2021-11-09T09:09:25Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),221573,AE,86.97.176.71,unknown,Dreams,NF,Perception,spotify:track:0wf9rSX8ds3yEI2gf2QdPs,,,,trackdone,trackdone,True,,False,1636448740863,True
2021-11-09T09:13:08Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),225440,AE,86.97.176.71,unknown,Only,NF,The Search,spotify:track:5lehoWkVPujeOAwb8BO0uK,,,,trackdone,trackdone,True,,False,1636448960195,True
2021-11-09T09:16:52Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),226306,AE,86.97.176.71,unknown,I Just Wanna Know,NF,Therapy Session,spotify:track:141K1xJ176S0U6PPkc4Nee,,,,trackdone,trackdone,True,,False,1636449183382,True
2021-11-09T09:19:47Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),169153,AE,86.97.176.71,unknown,Let Me Down Slowly,Alec Benjamin,Narrated For You,spotify:track:2qxmye6gAegTMjLKEBoR3d,,,,trackdone,trackdone,True,,False,1636449407558,True
2021-11-09T09:23:53Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),247240,AE,86.97.176.71,unknown,Trauma,NF,The Search,spotify:track:0cHAXbQfTlBIJrzIOW8kUv,,,,trackerror,trackdone,True,,False,1636449584763,True
2021-11-09T09:26:08Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),136563,AE,86.97.176.71,unknown,Running Out Of Roses,Alan Walker,Walker Racing League,spotify:track:1KR9TkyhxqqpOk45WAm7bM,,,,trackdone,trackdone,True,,False,1636449828718,True
2021-11-09T09:29:41Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),215600,AE,86.97.176.71,unknown,My Life,NF,Perception,spotify:track:1kO0nC4VnEjMBeJZI7g2T2,,,,trackdone,trackdone,True,,False,1636449962992,True
2021-11-09T09:33:01Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),201720,AE,86.97.176.71,unknown,No Excuses,NF,The Search,spotify:track:7ssFG94tZHpX9vbIFM0GVH,,,,trackdone,trackdone,True,,False,1636450176395,True
2021-11-09T09:36:59Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),240386,AE,86.97.176.71,unknown,Remember This,NF,Perception,spotify:track:5dMKsEQSlR2ITYpScl7UMd,,,,trackdone,trackdone,True,,False,1636450375840,True
2021-11-09T09:40:26Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),209213,AE,86.97.176.71,unknown,Lie,NF,Perception,spotify:track:07FkzikE6FuHIa8Ma7zJGc,,,,trackdone,trackdone,True,,False,1636450613949,True
2021-11-09T09:44:44Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),260253,AE,86.97.176.71,unknown,Hate Myself,NF,The Search,spotify:track:5PdEiev2BkKiZtZFcNKjfM,,,,trackdone,trackdone,True,,False,1636450820912,False
2021-11-09T09:49:33Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),269184,AE,86.97.176.71,unknown,I Miss The Days,NF,The Search,spotify:track:3ebfDw8WEbf0DxGh47R2lo,,,,trackdone,trackdone,True,,False,1636451101422,True
2021-11-10T04:05:50Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),129614,AE,86.97.176.71,unknown,Chasing_(Demo),NF,Chasing_(Demo),spotify:track:4f80SteKqaB6M2JytEUrwT,,,,trackdone,logout,True,,False,1636451368636,True
2021-11-10T04:06:49Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),52113,AE,86.97.176.71,unknown,Chasing_(Demo),NF,Chasing_(Demo),spotify:track:4f80SteKqaB6M2JytEUrwT,,,,appload,trackdone,True,,False,1636517149365,True
2021-11-10T04:10:15Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),207640,AE,86.97.176.71,unknown,Like This,NF,The Search,spotify:track:5b1uZnebDRcR8XuBsDTPiO,,,,trackdone,trackdone,True,,False,1636517207153,True
2021-11-10T04:14:25Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),252711,AE,86.97.176.71,unknown,My Stress,NF,The Search,spotify:track:0aQA9DP54h37OevE7hRc2a,,,,trackdone,trackdone,True,,False,1636517412565,True
2021-11-10T04:18:17Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),234074,AE,86.97.176.71,unknown,Change,NF,The Search,spotify:track:4cBlIM5AjnQ74f52Dv7T5K,,,,trackdone,trackdone,True,,False,1636517662996,True
2021-11-10T05:44:45Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),107122,AE,86.97.176.71,unknown,Oh Lord,NF,Therapy Session,spotify:track:1ISsiC4Fw6f96kZQegLGiJ,,,,trackdone,endplay,True,,False,1636517894828,True
2021-11-10T05:48:21Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),215600,AE,86.97.176.71,unknown,My Life,NF,Perception,spotify:track:1kO0nC4VnEjMBeJZI7g2T2,,,,clickrow,trackdone,True,,False,1636523085443,True
2021-11-10T05:52:39Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),260253,AE,86.97.176.71,unknown,Hate Myself,NF,The Search,spotify:track:5PdEiev2BkKiZtZFcNKjfM,,,,trackdone,trackdone,True,,False,1636523298627,True
2021-11-10T05:56:37Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),240386,AE,86.97.176.71,unknown,Remember This,NF,Perception,spotify:track:5dMKsEQSlR2ITYpScl7UMd,,,,trackdone,trackdone,True,,False,1636523556589,True
2021-11-10T05:59:17Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),162772,AE,86.97.176.71,unknown,Manike Mage Hithe,Chamath Sangeeth,Manike Mage Hithe,spotify:track:5JO2usoem1CW1pLL1kLj9E,,,,trackdone,trackdone,True,,False,1636523794699,True
2021-11-10T06:03:00Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),225440,AE,86.97.176.71,unknown,Only,NF,The Search,spotify:track:5lehoWkVPujeOAwb8BO0uK,,,,trackdone,trackdone,True,,False,1636523955295,True
2021-11-10T06:06:23Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),201720,AE,86.97.176.71,unknown,No Excuses,NF,The Search,spotify:track:7ssFG94tZHpX9vbIFM0GVH,,,,trackerror,trackdone,True,,False,1636524180936,True
2021-11-10T06:09:10Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),169353,AE,86.97.176.71,unknown,Let Me Down Slowly,Alec Benjamin,Narrated For You,spotify:track:2qxmye6gAegTMjLKEBoR3d,,,,trackdone,trackdone,True,,False,1636524380646,True
2021-11-10T06:12:37Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),209213,AE,86.97.176.71,unknown,Lie,NF,Perception,spotify:track:07FkzikE6FuHIa8Ma7zJGc,,,,trackdone,trackdone,True,,False,1636524547764,True
2021-11-10T06:14:51Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),136563,AE,86.97.176.71,unknown,Running Out Of Roses,Alan Walker,Walker Racing League,spotify:track:1KR9TkyhxqqpOk45WAm7bM,,,,trackdone,trackdone,True,,False,1636524754697,True
2021-11-10T06:18:16Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),207640,AE,86.97.176.71,unknown,Like This,NF,The Search,spotify:track:5b1uZnebDRcR8XuBsDTPiO,,,,trackdone,trackdone,True,,False,1636524889041,True
2021-11-10T06:21:16Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),181714,AE,86.97.176.71,unknown,Chasing_(Demo),NF,Chasing_(Demo),spotify:track:4f80SteKqaB6M2JytEUrwT,,,,trackdone,trackdone,True,,False,1636525094381,True
2021-11-10T06:26:22Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),308651,AE,86.97.176.71,unknown,Leave Me Alone,NF,The Search,spotify:track:3EtyEzMpfKSaoVhPunvbRV,,,,trackdone,trackdone,True,,False,1636525273900,True
2021-11-10T06:32:53Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),392636,AE,86.97.176.71,unknown,Dreams,NF,Perception,spotify:track:0wf9rSX8ds3yEI2gf2QdPs,,,,trackdone,trackdone,True,,False,1636525580271,True
2021-11-10T06:36:37Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),226306,AE,86.97.176.71,unknown,I Just Wanna Know,NF,Therapy Session,spotify:track:141K1xJ176S0U6PPkc4Nee,,,,trackdone,trackdone,True,,False,1636525971174,True
2021-11-10T06:38:48Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),132056,AE,86.97.176.71,unknown,Trauma,NF,The Search,spotify:track:0cHAXbQfTlBIJrzIOW8kUv,,,,trackdone,fwdbtn,True,,False,1636526195355,True
2021-11-10T06:43:16Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),269184,AE,86.97.176.71,unknown,I Miss The Days,NF,The Search,spotify:track:3ebfDw8WEbf0DxGh47R2lo,,,,fwdbtn,trackdone,True,,False,1636526328471,True
2021-11-10T06:47:08Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),234074,AE,86.97.176.71,unknown,Change,NF,The Search,spotify:track:4cBlIM5AjnQ74f52Dv7T5K,,,,trackdone,trackdone,True,,False,1636526594383,True
2021-11-10T06:51:21Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),252711,AE,86.97.176.71,unknown,My Stress,NF,The Search,spotify:track:0aQA9DP54h37OevE7hRc2a,,,,trackdone,trackdone,True,,False,1636526828426,True
2021-11-10T06:54:54Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),215600,AE,86.97.176.71,unknown,My Life,NF,Perception,spotify:track:1kO0nC4VnEjMBeJZI7g2T2,,,,trackdone,trackdone,True,,False,1636527078924,True
2021-11-10T08:42:59Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),260253,AE,86.97.176.71,unknown,Hate Myself,NF,The Search,spotify:track:5PdEiev2BkKiZtZFcNKjfM,,,,trackdone,trackdone,True,,False,1636527292260,True
2021-11-10T08:47:28Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),240386,AE,86.97.176.71,unknown,Remember This,NF,Perception,spotify:track:5dMKsEQSlR2ITYpScl7UMd,,,,trackdone,trackdone,True,,False,1636533807442,True
2021-11-10T08:50:16Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),162571,AE,86.97.176.71,unknown,Manike Mage Hithe,Chamath Sangeeth,Manike Mage Hithe,spotify:track:5JO2usoem1CW1pLL1kLj9E,,,,trackdone,trackdone,True,,False,1636534045849,True
2021-11-10T08:54:01Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),225440,AE,86.97.176.71,unknown,Only,NF,The Search,spotify:track:5lehoWkVPujeOAwb8BO0uK,,,,trackerror,trackdone,True,,False,1636534216750,False
2021-11-10T08:57:23Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),201720,AE,86.97.176.71,unknown,No Excuses,NF,The Search,spotify:track:7ssFG94tZHpX9vbIFM0GVH,,,,trackerror,trackdone,True,,False,1636534441321,True
2021-11-10T09:00:10Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),169353,AE,86.97.176.71,unknown,Let Me Down Slowly,Alec Benjamin,Narrated For You,spotify:track:2qxmye6gAegTMjLKEBoR3d,,,,trackdone,trackdone,True,,False,1636534641084,True
2021-11-10T09:03:37Z,txarhapocwncdtuoq8fj5cyq0,Windows 10 (10.0.22000; x64),209213,AE,86.97.176.71,unknown,Lie,NF,Perception,spotify:track:07FkzikE6FuHIa8Ma7zJGc,,,,trackdone,trackdone,True,,False,1636534808144,True
